"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,-0.26966,1,0,0,0.5,0
-4.6583e-05,0.0017048,0,-0.2743,1,0.001,0.001,0.5,0
-9.3165e-05,0.0034095,0,-0.27894,1,0.002,0.002,0.5,0
-0.00013975,0.0051143,0,-0.28358,1,0.003,0.003,0.5,0
-0.00018633,0.006819,0,-0.28822,1,0.004,0.004,0.5,0
-0.00023291,0.0085238,0,-0.29286,1,0.005,0.005,0.5,0
-0.0002795,0.010229,0,-0.29751,1,0.006,0.006,0.5,0
-0.00032608,0.011933,0,-0.30215,1,0.007,0.007,0.5,0
-0.00037266,0.013638,0,-0.30679,1,0.008,0.008,0.5,0
-0.00041924,0.015343,0,-0.31143,1,0.009,0.009,0.5,0
-0.00046583,0.017048,0,-0.31607,1,0.01,0.01,0.5,0
-0.000578,0.018684,0,-0.32456,1,0.011,0.011,0.5,0
-0.00069018,0.020321,0,-0.33305,1,0.012,0.012,0.5,0
-0.00080235,0.021957,0,-0.34154,1,0.013,0.013,0.5,0
-0.00091453,0.023594,0,-0.35003,1,0.014,0.014,0.5,0
-0.0010267,0.025231,0,-0.35852,1,0.015,0.015,0.5,0
-0.0011389,0.026867,0,-0.36701,1,0.016,0.016,0.5,0
-0.0012511,0.028504,0,-0.3755,1,0.017,0.017,0.5,0
-0.0013632,0.03014,0,-0.38399,1,0.018,0.018,0.5,0
-0.0014754,0.031777,0,-0.39248,1,0.019,0.019,0.5,0
-0.0015876,0.033414,0,-0.40097,1,0.02,0.02,0.5,0
-0.0017779,0.034977,0,-0.40814,1,0.021,0.021,0.5,0
-0.0019681,0.036541,0,-0.41531,1,0.022,0.022,0.5,0
-0.0021584,0.038104,0,-0.42248,1,0.023,0.023,0.5,0
-0.0023487,0.039668,0,-0.42965,1,0.024,0.024,0.5,0
-0.002539,0.041231,0,-0.43682,1,0.025,0.025,0.5,0
-0.0027292,0.042795,0,-0.44399,1,0.026,0.026,0.5,0
-0.0029195,0.044358,0,-0.45116,1,0.027,0.027,0.5,0
-0.0031098,0.045922,0,-0.45833,1,0.028,0.028,0.5,0
-0.0033001,0.047485,0,-0.4655,1,0.029,0.029,0.5,0
-0.0034903,0.049049,0,-0.47267,1,0.03,0.03,0.5,0
-0.0037482,0.050535,0,-0.4791,1,0.031,0.031,0.5,0
-0.0040061,0.052021,0,-0.48554,1,0.032,0.032,0.5,0
-0.004264,0.053508,0,-0.49197,1,0.033,0.033,0.5,0
-0.0045219,0.054994,0,-0.49841,1,0.034,0.034,0.5,0
-0.0047798,0.05648,0,-0.50484,1,0.035,0.035,0.5,0
-0.0050377,0.057966,0,-0.51128,1,0.036,0.036,0.5,0
-0.0052956,0.059453,0,-0.51771,1,0.037,0.037,0.5,0
-0.0055535,0.060939,0,-0.52415,1,0.038,0.038,0.5,0
-0.0058114,0.062425,0,-0.53058,1,0.039,0.039,0.5,0
-0.0060693,0.063911,0,-0.53702,1,0.04,0.04,0.5,0
-0.0063887,0.065317,0,-0.54302,1,0.041,0.041,0.5,0
-0.0067081,0.066722,0,-0.54902,1,0.042,0.042,0.5,0
-0.0070275,0.068128,0,-0.55502,1,0.043,0.043,0.5,0
-0.0073469,0.069533,0,-0.56102,1,0.044,0.044,0.5,0
-0.0076663,0.070939,0,-0.56702,1,0.045,0.045,0.5,0
-0.0079857,0.072344,0,-0.57302,1,0.046,0.046,0.5,0
-0.0083051,0.07375,0,-0.57902,1,0.047,0.047,0.5,0
-0.0086245,0.075155,0,-0.58502,1,0.048,0.048,0.5,0
-0.0089439,0.076561,0,-0.59102,1,0.049,0.049,0.5,0
-0.0092633,0.077966,0,-0.59702,1,0.05,0.05,0.5,0
-0.0096393,0.079288,0,-0.60254,1,0.051,0.051,0.5,0
-0.010015,0.08061,0,-0.60806,1,0.052,0.052,0.5,0
-0.010391,0.081932,0,-0.61358,1,0.053,0.053,0.5,0
-0.010767,0.083253,0,-0.6191,1,0.054,0.054,0.5,0
-0.011143,0.084575,0,-0.62462,1,0.055,0.055,0.5,0
-0.011519,0.085897,0,-0.63014,1,0.056,0.056,0.5,0
-0.011895,0.087219,0,-0.63566,1,0.057,0.057,0.5,0
-0.012271,0.08854,0,-0.64118,1,0.058,0.058,0.5,0
-0.012647,0.089862,0,-0.6467,1,0.059,0.059,0.5,0
-0.013023,0.091184,0,-0.65222,1,0.06,0.06,0.5,0
-0.013451,0.092419,0,-0.65724,1,0.061,0.061,0.5,0
-0.013878,0.093655,0,-0.66226,1,0.062,0.062,0.5,0
-0.014306,0.09489,0,-0.66727,1,0.063,0.063,0.5,0
-0.014733,0.096126,0,-0.67229,1,0.064,0.064,0.5,0
-0.015161,0.097361,0,-0.67731,1,0.065,0.065,0.5,0
-0.015588,0.098597,0,-0.68233,1,0.066,0.066,0.5,0
-0.016015,0.099833,0,-0.68735,1,0.067,0.067,0.5,0
-0.016443,0.10107,0,-0.69236,1,0.068,0.068,0.5,0
-0.01687,0.1023,0,-0.69738,1,0.069,0.069,0.5,0
-0.017298,0.10354,0,-0.7024,1,0.07,0.07,0.5,0
-0.017771,0.10469,0,-0.70692,1,0.071,0.071,0.5,0
-0.018245,0.10583,0,-0.71144,1,0.072,0.072,0.5,0
-0.018718,0.10698,0,-0.71596,1,0.073,0.073,0.5,0
-0.019192,0.10813,0,-0.72048,1,0.074,0.074,0.5,0
-0.019665,0.10928,0,-0.72501,1,0.075,0.075,0.5,0
-0.020139,0.11042,0,-0.72953,1,0.076,0.076,0.5,0
-0.020613,0.11157,0,-0.73405,1,0.077,0.077,0.5,0
-0.021086,0.11272,0,-0.73857,1,0.078,0.078,0.5,0
-0.02156,0.11387,0,-0.74309,1,0.079,0.079,0.5,0
-0.022033,0.11501,0,-0.74761,1,0.08,0.08,0.5,0
-0.022548,0.11607,0,-0.75164,1,0.081,0.081,0.5,0
-0.023062,0.11713,0,-0.75567,1,0.082,0.082,0.5,0
-0.023576,0.11819,0,-0.7597,1,0.083,0.083,0.5,0
-0.024091,0.11924,0,-0.76372,1,0.084,0.084,0.5,0
-0.024605,0.1203,0,-0.76775,1,0.085,0.085,0.5,0
-0.02512,0.12136,0,-0.77178,1,0.086,0.086,0.5,0
-0.025634,0.12242,0,-0.77581,1,0.087,0.087,0.5,0
-0.026149,0.12348,0,-0.77984,1,0.088,0.088,0.5,0
-0.026663,0.12453,0,-0.78387,1,0.089,0.089,0.5,0
-0.027177,0.12559,0,-0.78789,1,0.09,0.09,0.5,0
-0.027728,0.12656,0,-0.79144,1,0.091,0.091,0.5,0
-0.028278,0.12753,0,-0.79498,1,0.092,0.092,0.5,0
-0.028828,0.12849,0,-0.79852,1,0.093,0.093,0.5,0
-0.029378,0.12946,0,-0.80206,1,0.094,0.094,0.5,0
-0.029928,0.13043,0,-0.8056,1,0.095,0.095,0.5,0
-0.030478,0.13139,0,-0.80914,1,0.096,0.096,0.5,0
-0.031029,0.13236,0,-0.81268,1,0.097,0.097,0.5,0
-0.031579,0.13333,0,-0.81622,1,0.098,0.098,0.5,0
-0.032129,0.1343,0,-0.81976,1,0.099,0.099,0.5,0
-0.032679,0.13526,0,-0.8233,1,0.1,0.1,0.5,0
-0.03326,0.13614,0,-0.82636,1,0.101,0.101,0.5,0
-0.033841,0.13702,0,-0.82942,1,0.102,0.102,0.5,0
-0.034422,0.13789,0,-0.83248,1,0.103,0.103,0.5,0
-0.035003,0.13877,0,-0.83554,1,0.104,0.104,0.5,0
-0.035584,0.13965,0,-0.8386,1,0.105,0.105,0.5,0
-0.036165,0.14052,0,-0.84166,1,0.106,0.106,0.5,0
-0.036745,0.1414,0,-0.84472,1,0.107,0.107,0.5,0
-0.037326,0.14228,0,-0.84778,1,0.108,0.108,0.5,0
-0.037907,0.14315,0,-0.85084,1,0.109,0.109,0.5,0
-0.038488,0.14403,0,-0.8539,1,0.11,0.11,0.5,0
-0.039095,0.14482,0,-0.85649,1,0.111,0.111,0.5,0
-0.039702,0.1456,0,-0.85908,1,0.112,0.112,0.5,0
-0.040308,0.14639,0,-0.86166,1,0.113,0.113,0.5,0
-0.040915,0.14717,0,-0.86425,1,0.114,0.114,0.5,0
-0.041522,0.14796,0,-0.86684,1,0.115,0.115,0.5,0
-0.042129,0.14875,0,-0.86942,1,0.116,0.116,0.5,0
-0.042736,0.14953,0,-0.87201,1,0.117,0.117,0.5,0
-0.043342,0.15032,0,-0.8746,1,0.118,0.118,0.5,0
-0.043949,0.1511,0,-0.87718,1,0.119,0.119,0.5,0
-0.044556,0.15189,0,-0.87977,1,0.12,0.12,0.5,0
-0.045184,0.15258,0,-0.88189,1,0.121,0.121,0.5,0
-0.045812,0.15328,0,-0.88402,1,0.122,0.122,0.5,0
-0.04644,0.15398,0,-0.88614,1,0.123,0.123,0.5,0
-0.047068,0.15467,0,-0.88827,1,0.124,0.124,0.5,0
-0.047696,0.15537,0,-0.89039,1,0.125,0.125,0.5,0
-0.048324,0.15606,0,-0.89251,1,0.126,0.126,0.5,0
-0.048952,0.15676,0,-0.89464,1,0.127,0.127,0.5,0
-0.049579,0.15745,0,-0.89676,1,0.128,0.128,0.5,0
-0.050207,0.15815,0,-0.89888,1,0.129,0.129,0.5,0
-0.050835,0.15884,0,-0.90101,1,0.13,0.13,0.5,0
-0.05148,0.15945,0,-0.90268,1,0.131,0.131,0.5,0
-0.052125,0.16006,0,-0.90435,1,0.132,0.132,0.5,0
-0.052769,0.16066,0,-0.90602,1,0.133,0.133,0.5,0
-0.053414,0.16127,0,-0.90769,1,0.134,0.134,0.5,0
-0.054059,0.16188,0,-0.90936,1,0.135,0.135,0.5,0
-0.054703,0.16248,0,-0.91103,1,0.136,0.136,0.5,0
-0.055348,0.16309,0,-0.9127,1,0.137,0.137,0.5,0
-0.055992,0.16369,0,-0.91437,1,0.138,0.138,0.5,0
-0.056637,0.1643,0,-0.91605,1,0.139,0.139,0.5,0
-0.057282,0.16491,0,-0.91772,1,0.14,0.14,0.5,0
-0.057939,0.16542,0,-0.91895,1,0.141,0.141,0.5,0
-0.058596,0.16594,0,-0.92018,1,0.142,0.142,0.5,0
-0.059253,0.16646,0,-0.92141,1,0.143,0.143,0.5,0
-0.05991,0.16698,0,-0.92264,1,0.144,0.144,0.5,0
-0.060567,0.1675,0,-0.92387,1,0.145,0.145,0.5,0
-0.061224,0.16802,0,-0.9251,1,0.146,0.146,0.5,0
-0.061881,0.16853,0,-0.92633,1,0.147,0.147,0.5,0
-0.062538,0.16905,0,-0.92756,1,0.148,0.148,0.5,0
-0.063195,0.16957,0,-0.92879,1,0.149,0.149,0.5,0
-0.063852,0.17009,0,-0.93002,1,0.15,0.15,0.5,0
-0.064518,0.17052,0,-0.93082,1,0.151,0.151,0.5,0
-0.065183,0.17095,0,-0.93162,1,0.152,0.152,0.5,0
-0.065848,0.17138,0,-0.93243,1,0.153,0.153,0.5,0
-0.066514,0.17182,0,-0.93323,1,0.154,0.154,0.5,0
-0.067179,0.17225,0,-0.93403,1,0.155,0.155,0.5,0
-0.067845,0.17268,0,-0.93483,1,0.156,0.156,0.5,0
-0.06851,0.17311,0,-0.93563,1,0.157,0.157,0.5,0
-0.069175,0.17354,0,-0.93644,1,0.158,0.158,0.5,0
-0.069841,0.17397,0,-0.93724,1,0.159,0.159,0.5,0
-0.070506,0.17441,0,-0.93804,1,0.16,0.16,0.5,0
-0.071176,0.17475,0,-0.93843,1,0.161,0.161,0.5,0
-0.071846,0.1751,0,-0.93882,1,0.162,0.162,0.5,0
-0.072516,0.17545,0,-0.93921,1,0.163,0.163,0.5,0
-0.073186,0.1758,0,-0.93959,1,0.164,0.164,0.5,0
-0.073856,0.17614,0,-0.93998,1,0.165,0.165,0.5,0
-0.074526,0.17649,0,-0.94037,1,0.166,0.166,0.5,0
-0.075196,0.17684,0,-0.94076,1,0.167,0.167,0.5,0
-0.075866,0.17719,0,-0.94115,1,0.168,0.168,0.5,0
-0.076536,0.17753,0,-0.94153,1,0.169,0.169,0.5,0
-0.077206,0.17788,0,-0.94192,1,0.17,0.17,0.5,0
-0.077877,0.17814,0,-0.94191,1,0.171,0.171,0.5,0
-0.078548,0.17841,0,-0.9419,1,0.172,0.172,0.5,0
-0.079219,0.17867,0,-0.94189,1,0.173,0.173,0.5,0
-0.07989,0.17894,0,-0.94188,1,0.174,0.174,0.5,0
-0.080561,0.17921,0,-0.94186,1,0.175,0.175,0.5,0
-0.081232,0.17947,0,-0.94185,1,0.176,0.176,0.5,0
-0.081903,0.17974,0,-0.94184,1,0.177,0.177,0.5,0
-0.082574,0.18,0,-0.94183,1,0.178,0.178,0.5,0
-0.083245,0.18027,0,-0.94182,1,0.179,0.179,0.5,0
-0.083917,0.18053,0,-0.94181,1,0.18,0.18,0.5,0
-0.084585,0.18072,0,-0.94141,1,0.181,0.181,0.5,0
-0.085254,0.1809,0,-0.94101,1,0.182,0.182,0.5,0
-0.085923,0.18109,0,-0.94061,1,0.183,0.183,0.5,0
-0.086592,0.18127,0,-0.94022,1,0.184,0.184,0.5,0
-0.08726,0.18146,0,-0.93982,1,0.185,0.185,0.5,0
-0.087929,0.18164,0,-0.93942,1,0.186,0.186,0.5,0
-0.088598,0.18183,0,-0.93903,1,0.187,0.187,0.5,0
-0.089267,0.18201,0,-0.93863,1,0.188,0.188,0.5,0
-0.089936,0.1822,0,-0.93823,1,0.189,0.189,0.5,0
-0.090604,0.18238,0,-0.93784,1,0.19,0.19,0.5,0
-0.091268,0.18249,0,-0.93707,1,0.191,0.191,0.5,0
-0.091931,0.1826,0,-0.93631,1,0.192,0.192,0.5,0
-0.092595,0.18271,0,-0.93554,1,0.193,0.193,0.5,0
-0.093259,0.18281,0,-0.93477,1,0.194,0.194,0.5,0
-0.093922,0.18292,0,-0.93401,1,0.195,0.195,0.5,0
-0.094586,0.18303,0,-0.93324,1,0.196,0.196,0.5,0
-0.095249,0.18314,0,-0.93247,1,0.197,0.197,0.5,0
-0.095913,0.18325,0,-0.93171,1,0.198,0.198,0.5,0
-0.096576,0.18335,0,-0.93094,1,0.199,0.199,0.5,0
-0.09724,0.18346,0,-0.93017,1,0.2,0.2,0.5,0
-0.097895,0.1835,0,-0.92905,1,0.201,0.201,0.5,0
-0.098551,0.18353,0,-0.92793,1,0.202,0.202,0.5,0
-0.099206,0.18356,0,-0.92681,1,0.203,0.203,0.5,0
-0.099862,0.1836,0,-0.92569,1,0.204,0.204,0.5,0
-0.10052,0.18363,0,-0.92457,1,0.205,0.205,0.5,0
-0.10117,0.18366,0,-0.92345,1,0.206,0.206,0.5,0
-0.10183,0.1837,0,-0.92233,1,0.207,0.207,0.5,0
-0.10248,0.18373,0,-0.92121,1,0.208,0.208,0.5,0
-0.10314,0.18376,0,-0.92009,1,0.209,0.209,0.5,0
-0.10379,0.1838,0,-0.91897,1,0.21,0.21,0.5,0
-0.10444,0.18376,0,-0.91751,1,0.211,0.211,0.5,0
-0.10508,0.18372,0,-0.91605,1,0.212,0.212,0.5,0
-0.10573,0.18368,0,-0.9146,1,0.213,0.213,0.5,0
-0.10637,0.18365,0,-0.91314,1,0.214,0.214,0.5,0
-0.10702,0.18361,0,-0.91168,1,0.215,0.215,0.5,0
-0.10766,0.18357,0,-0.91022,1,0.216,0.216,0.5,0
-0.10831,0.18353,0,-0.90876,1,0.217,0.217,0.5,0
-0.10895,0.18349,0,-0.9073,1,0.218,0.218,0.5,0
-0.1096,0.18346,0,-0.90585,1,0.219,0.219,0.5,0
-0.11025,0.18342,0,-0.90439,1,0.22,0.22,0.5,0
-0.11088,0.18331,0,-0.90261,1,0.221,0.221,0.5,0
-0.11151,0.18321,0,-0.90083,1,0.222,0.222,0.5,0
-0.11214,0.1831,0,-0.89905,1,0.223,0.223,0.5,0
-0.11277,0.18299,0,-0.89726,1,0.224,0.224,0.5,0
-0.11341,0.18289,0,-0.89548,1,0.225,0.225,0.5,0
-0.11404,0.18278,0,-0.8937,1,0.226,0.226,0.5,0
-0.11467,0.18267,0,-0.89192,1,0.227,0.227,0.5,0
-0.1153,0.18257,0,-0.89014,1,0.228,0.228,0.5,0
-0.11594,0.18246,0,-0.88836,1,0.229,0.229,0.5,0
-0.11657,0.18235,0,-0.88658,1,0.23,0.23,0.5,0
-0.11719,0.18218,0,-0.88449,1,0.231,0.231,0.5,0
-0.1178,0.18201,0,-0.88241,1,0.232,0.232,0.5,0
-0.11842,0.18184,0,-0.88032,1,0.233,0.233,0.5,0
-0.11904,0.18167,0,-0.87823,1,0.234,0.234,0.5,0
-0.11966,0.1815,0,-0.87615,1,0.235,0.235,0.5,0
-0.12027,0.18132,0,-0.87406,1,0.236,0.236,0.5,0
-0.12089,0.18115,0,-0.87197,1,0.237,0.237,0.5,0
-0.12151,0.18098,0,-0.86989,1,0.238,0.238,0.5,0
-0.12213,0.18081,0,-0.8678,1,0.239,0.239,0.5,0
-0.12274,0.18064,0,-0.86571,1,0.24,0.24,0.5,0
-0.12334,0.1804,0,-0.86334,1,0.241,0.241,0.5,0
-0.12394,0.18017,0,-0.86096,1,0.242,0.242,0.5,0
-0.12455,0.17993,0,-0.85858,1,0.243,0.243,0.5,0
-0.12515,0.1797,0,-0.8562,1,0.244,0.244,0.5,0
-0.12575,0.17947,0,-0.85383,1,0.245,0.245,0.5,0
-0.12635,0.17923,0,-0.85145,1,0.246,0.246,0.5,0
-0.12695,0.179,0,-0.84907,1,0.247,0.247,0.5,0
-0.12755,0.17876,0,-0.84669,1,0.248,0.248,0.5,0
-0.12815,0.17853,0,-0.84432,1,0.249,0.249,0.5,0
-0.12875,0.1783,0,-0.84194,1,0.25,0.25,0.5,0
-0.12934,0.178,0,-0.83929,1,0.251,0.251,0.5,0
-0.12992,0.17771,0,-0.83663,1,0.252,0.252,0.5,0
-0.1305,0.17742,0,-0.83398,1,0.253,0.253,0.5,0
-0.13108,0.17712,0,-0.83133,1,0.254,0.254,0.5,0
-0.13167,0.17683,0,-0.82868,1,0.255,0.255,0.5,0
-0.13225,0.17654,0,-0.82603,1,0.256,0.256,0.5,0
-0.13283,0.17624,0,-0.82337,1,0.257,0.257,0.5,0
-0.13342,0.17595,0,-0.82072,1,0.258,0.258,0.5,0
-0.134,0.17566,0,-0.81807,1,0.259,0.259,0.5,0
-0.13458,0.17536,0,-0.81542,1,0.26,0.26,0.5,0
-0.13514,0.17502,0,-0.8125,1,0.261,0.261,0.5,0
-0.13571,0.17467,0,-0.80959,1,0.262,0.262,0.5,0
-0.13627,0.17432,0,-0.80668,1,0.263,0.263,0.5,0
-0.13684,0.17397,0,-0.80377,1,0.264,0.264,0.5,0
-0.1374,0.17362,0,-0.80086,1,0.265,0.265,0.5,0
-0.13796,0.17327,0,-0.79795,1,0.266,0.266,0.5,0
-0.13853,0.17292,0,-0.79503,1,0.267,0.267,0.5,0
-0.13909,0.17257,0,-0.79212,1,0.268,0.268,0.5,0
-0.13965,0.17222,0,-0.78921,1,0.269,0.269,0.5,0
-0.14022,0.17187,0,-0.7863,1,0.27,0.27,0.5,0
-0.14076,0.17147,0,-0.78314,1,0.271,0.271,0.5,0
-0.1413,0.17107,0,-0.77999,1,0.272,0.272,0.5,0
-0.14184,0.17067,0,-0.77683,1,0.273,0.273,0.5,0
-0.14239,0.17027,0,-0.77367,1,0.274,0.274,0.5,0
-0.14293,0.16986,0,-0.77052,1,0.275,0.275,0.5,0
-0.14347,0.16946,0,-0.76736,1,0.276,0.276,0.5,0
-0.14402,0.16906,0,-0.7642,1,0.277,0.277,0.5,0
-0.14456,0.16866,0,-0.76105,1,0.278,0.278,0.5,0
-0.1451,0.16826,0,-0.75789,1,0.279,0.279,0.5,0
-0.14564,0.16786,0,-0.75474,1,0.28,0.28,0.5,0
-0.14617,0.1674,0,-0.75135,1,0.281,0.281,0.5,0
-0.14669,0.16695,0,-0.74796,1,0.282,0.282,0.5,0
-0.14721,0.1665,0,-0.74458,1,0.283,0.283,0.5,0
-0.14773,0.16605,0,-0.74119,1,0.284,0.284,0.5,0
-0.14825,0.1656,0,-0.73781,1,0.285,0.285,0.5,0
-0.14877,0.16515,0,-0.73442,1,0.286,0.286,0.5,0
-0.14929,0.1647,0,-0.73103,1,0.287,0.287,0.5,0
-0.14981,0.16424,0,-0.72765,1,0.288,0.288,0.5,0
-0.15034,0.16379,0,-0.72426,1,0.289,0.289,0.5,0
-0.15086,0.16334,0,-0.72088,1,0.29,0.29,0.5,0
-0.15136,0.16284,0,-0.71727,1,0.291,0.291,0.5,0
-0.15186,0.16234,0,-0.71367,1,0.292,0.292,0.5,0
-0.15235,0.16185,0,-0.71007,1,0.293,0.293,0.5,0
-0.15285,0.16135,0,-0.70647,1,0.294,0.294,0.5,0
-0.15335,0.16085,0,-0.70287,1,0.295,0.295,0.5,0
-0.15385,0.16035,0,-0.69927,1,0.296,0.296,0.5,0
-0.15435,0.15985,0,-0.69566,1,0.297,0.297,0.5,0
-0.15485,0.15936,0,-0.69206,1,0.298,0.298,0.5,0
-0.15535,0.15886,0,-0.68846,1,0.299,0.299,0.5,0
-0.15585,0.15836,0,-0.68486,1,0.3,0.3,0.5,0
-0.15632,0.15782,0,-0.68106,1,0.301,0.301,0.5,0
-0.1568,0.15728,0,-0.67725,1,0.302,0.302,0.5,0
-0.15727,0.15673,0,-0.67345,1,0.303,0.303,0.5,0
-0.15775,0.15619,0,-0.66965,1,0.304,0.304,0.5,0
-0.15823,0.15565,0,-0.66584,1,0.305,0.305,0.5,0
-0.1587,0.15511,0,-0.66204,1,0.306,0.306,0.5,0
-0.15918,0.15457,0,-0.65824,1,0.307,0.307,0.5,0
-0.15965,0.15402,0,-0.65443,1,0.308,0.308,0.5,0
-0.16013,0.15348,0,-0.65063,1,0.309,0.309,0.5,0
-0.16061,0.15294,0,-0.64683,1,0.31,0.31,0.5,0
-0.16106,0.15236,0,-0.64283,1,0.311,0.311,0.5,0
-0.16151,0.15178,0,-0.63884,1,0.312,0.312,0.5,0
-0.16196,0.15119,0,-0.63485,1,0.313,0.313,0.5,0
-0.16242,0.15061,0,-0.63086,1,0.314,0.314,0.5,0
-0.16287,0.15003,0,-0.62687,1,0.315,0.315,0.5,0
-0.16332,0.14945,0,-0.62288,1,0.316,0.316,0.5,0
-0.16377,0.14886,0,-0.61889,1,0.317,0.317,0.5,0
-0.16423,0.14828,0,-0.61489,1,0.318,0.318,0.5,0
-0.16468,0.1477,0,-0.6109,1,0.319,0.319,0.5,0
-0.16513,0.14712,0,-0.60691,1,0.32,0.32,0.5,0
-0.16556,0.14649,0,-0.60274,1,0.321,0.321,0.5,0
-0.16599,0.14587,0,-0.59858,1,0.322,0.322,0.5,0
-0.16642,0.14525,0,-0.59441,1,0.323,0.323,0.5,0
-0.16684,0.14463,0,-0.59024,1,0.324,0.324,0.5,0
-0.16727,0.14401,0,-0.58608,1,0.325,0.325,0.5,0
-0.1677,0.14339,0,-0.58191,1,0.326,0.326,0.5,0
-0.16813,0.14277,0,-0.57774,1,0.327,0.327,0.5,0
-0.16856,0.14215,0,-0.57358,1,0.328,0.328,0.5,0
-0.16899,0.14153,0,-0.56941,1,0.329,0.329,0.5,0
-0.16942,0.14091,0,-0.56524,1,0.33,0.33,0.5,0
-0.16982,0.14026,0,-0.56091,1,0.331,0.331,0.5,0
-0.17022,0.1396,0,-0.55658,1,0.332,0.332,0.5,0
-0.17063,0.13894,0,-0.55225,1,0.333,0.333,0.5,0
-0.17103,0.13829,0,-0.54792,1,0.334,0.334,0.5,0
-0.17144,0.13763,0,-0.54359,1,0.335,0.335,0.5,0
-0.17184,0.13698,0,-0.53926,1,0.336,0.336,0.5,0
-0.17224,0.13632,0,-0.53493,1,0.337,0.337,0.5,0
-0.17265,0.13567,0,-0.5306,1,0.338,0.338,0.5,0
-0.17305,0.13501,0,-0.52627,1,0.339,0.339,0.5,0
-0.17346,0.13435,0,-0.52194,1,0.34,0.34,0.5,0
-0.17384,0.13367,0,-0.51746,1,0.341,0.341,0.5,0
-0.17422,0.13298,0,-0.51298,1,0.342,0.342,0.5,0
-0.1746,0.13229,0,-0.5085,1,0.343,0.343,0.5,0
-0.17498,0.1316,0,-0.50402,1,0.344,0.344,0.5,0
-0.17536,0.13091,0,-0.49954,1,0.345,0.345,0.5,0
-0.17574,0.13023,0,-0.49506,1,0.346,0.346,0.5,0
-0.17612,0.12954,0,-0.49058,1,0.347,0.347,0.5,0
-0.1765,0.12885,0,-0.4861,1,0.348,0.348,0.5,0
-0.17688,0.12816,0,-0.48162,1,0.349,0.349,0.5,0
-0.17725,0.12747,0,-0.47714,1,0.35,0.35,0.5,0
-0.17761,0.12676,0,-0.47252,1,0.351,0.351,0.5,0
-0.17797,0.12604,0,-0.4679,1,0.352,0.352,0.5,0
-0.17832,0.12532,0,-0.46328,1,0.353,0.353,0.5,0
-0.17868,0.1246,0,-0.45866,1,0.354,0.354,0.5,0
-0.17903,0.12388,0,-0.45404,1,0.355,0.355,0.5,0
-0.17939,0.12317,0,-0.44941,1,0.356,0.356,0.5,0
-0.17974,0.12245,0,-0.44479,1,0.357,0.357,0.5,0
-0.1801,0.12173,0,-0.44017,1,0.358,0.358,0.5,0
-0.18045,0.12101,0,-0.43555,1,0.359,0.359,0.5,0
-0.18081,0.12029,0,-0.43093,1,0.36,0.36,0.5,0
-0.18114,0.11955,0,-0.42619,1,0.361,0.361,0.5,0
-0.18147,0.1188,0,-0.42144,1,0.362,0.362,0.5,0
-0.1818,0.11806,0,-0.41669,1,0.363,0.363,0.5,0
-0.18213,0.11731,0,-0.41194,1,0.364,0.364,0.5,0
-0.18246,0.11657,0,-0.40719,1,0.365,0.365,0.5,0
-0.18279,0.11582,0,-0.40244,1,0.366,0.366,0.5,0
-0.18312,0.11507,0,-0.39769,1,0.367,0.367,0.5,0
-0.18345,0.11433,0,-0.39295,1,0.368,0.368,0.5,0
-0.18378,0.11358,0,-0.3882,1,0.369,0.369,0.5,0
-0.18411,0.11284,0,-0.38345,1,0.37,0.37,0.5,0
-0.18442,0.11207,0,-0.37858,1,0.371,0.371,0.5,0
-0.18472,0.1113,0,-0.37372,1,0.372,0.372,0.5,0
-0.18503,0.11053,0,-0.36885,1,0.373,0.373,0.5,0
-0.18534,0.10975,0,-0.36398,1,0.374,0.374,0.5,0
-0.18564,0.10898,0,-0.35912,1,0.375,0.375,0.5,0
-0.18595,0.10821,0,-0.35425,1,0.376,0.376,0.5,0
-0.18625,0.10744,0,-0.34939,1,0.377,0.377,0.5,0
-0.18656,0.10667,0,-0.34452,1,0.378,0.378,0.5,0
-0.18687,0.1059,0,-0.33965,1,0.379,0.379,0.5,0
-0.18717,0.10513,0,-0.33479,1,0.38,0.38,0.5,0
-0.18745,0.10434,0,-0.32981,1,0.381,0.381,0.5,0
-0.18773,0.10354,0,-0.32484,1,0.382,0.382,0.5,0
-0.18802,0.10275,0,-0.31986,1,0.383,0.383,0.5,0
-0.1883,0.10196,0,-0.31489,1,0.384,0.384,0.5,0
-0.18858,0.10116,0,-0.30992,1,0.385,0.385,0.5,0
-0.18886,0.10037,0,-0.30494,1,0.386,0.386,0.5,0
-0.18914,0.099577,0,-0.29997,1,0.387,0.387,0.5,0
-0.18942,0.098784,0,-0.295,1,0.388,0.388,0.5,0
-0.1897,0.09799,0,-0.29002,1,0.389,0.389,0.5,0
-0.18998,0.097197,0,-0.28505,1,0.39,0.39,0.5,0
-0.19024,0.096383,0,-0.27998,1,0.391,0.391,0.5,0
-0.1905,0.095569,0,-0.2749,1,0.392,0.392,0.5,0
-0.19075,0.094755,0,-0.26983,1,0.393,0.393,0.5,0
-0.19101,0.093941,0,-0.26476,1,0.394,0.394,0.5,0
-0.19127,0.093127,0,-0.25969,1,0.395,0.395,0.5,0
-0.19152,0.092313,0,-0.25462,1,0.396,0.396,0.5,0
